date,house,debateType,debate_uri,xml_uri
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-28/debate/mul@/main.xml
2015-01-28,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_foreign_affairs_and_trade/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_foreign_affairs_and_trade/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_justice_defence_and_equality/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_justice_defence_and_equality/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications/2015-01-28/debate/mul@/main.xml
2015-01-28,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-28/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-28/debate/mul@/main.xml
2015-01-27,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_jobs_enterprise_and_innovation/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_jobs_enterprise_and_innovation/2015-01-27/debate/mul@/main.xml
2015-01-27,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_environment_culture_and_the_gaeltacht/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_environment_culture_and_the_gaeltacht/2015-01-27/debate/mul@/main.xml
2015-01-27,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-27/debate/mul@/main.xml
2015-01-27,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-27/debate/mul@/main.xml
2015-01-27,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-27/debate/mul@/main.xml
2015-01-27,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-27/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-27/debate/mul@/main.xml
2015-01-23,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-23/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-23/debate/mul@/main.xml
2015-01-22,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-22/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-22/debate/mul@/main.xml
2015-01-22,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2015-01-22/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/committee_of_public_accounts/2015-01-22/debate/mul@/main.xml
2015-01-22,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-22/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-22/debate/mul@/main.xml
2015-01-22,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-22/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-22/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_transport_tourism_and_sport/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_sub_committee_on_transport_tourism_and_sport/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_social_protection/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_social_protection/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_finance_public_expenditure_and_reform/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_foreign_affairs_and_trade/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/select_committee_on_foreign_affairs_and_trade/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_defence_and_equality/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_defence_and_equality/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_transport_and_communications/2015-01-21/debate/mul@/main.xml
2015-01-21,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-21/debate/mul@/main.xml
2015-01-21,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-21/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-21/debate/mul@/main.xml
2015-01-20,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_environment_culture_and_the_gaeltacht/2015-01-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_environment_culture_and_the_gaeltacht/2015-01-20/debate/mul@/main.xml
2015-01-20,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2015-01-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_european_union_affairs/2015-01-20/debate/mul@/main.xml
2015-01-20,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_food_and_the_marine/2015-01-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_food_and_the_marine/2015-01-20/debate/mul@/main.xml
2015-01-20,seanad,debate,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/seanad/2015-01-20/debate/mul@/main.xml
2015-01-20,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-20/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-20/debate/mul@/main.xml
2015-01-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_food_and_the_marine/2015-01-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_agriculture_food_and_the_marine/2015-01-15/debate/mul@/main.xml
2015-01-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_of_inquiry_into_the_banking_crisis/2015-01-15/debate/mul@/main.xml
2015-01-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2015-01-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_the_implementation_of_the_good_friday_agreement/2015-01-15/debate/mul@/main.xml
2015-01-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_health_and_children/2015-01-15/debate/mul@/main.xml
2015-01-15,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-15/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-15/debate/mul@/main.xml
2015-01-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_social_protection/2015-01-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_education_and_social_protection/2015-01-14/debate/mul@/main.xml
2015-01-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_foreign_affairs_and_trade/2015-01-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_foreign_affairs_and_trade/2015-01-14/debate/mul@/main.xml
2015-01-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_defence_and_equality/2015-01-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_justice_defence_and_equality/2015-01-14/debate/mul@/main.xml
2015-01-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/joint_committee_on_public_service_oversight_and_petitions/2015-01-14/debate/mul@/main.xml
2015-01-14,dail,debate,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-14/debate/main,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2015-01-14/debate/mul@/main.xml
